"";"record_id";"other_titles";"publisher";"country_of_publication";"main_topic";"data_type";"related_resources";"holdings";"holdings_begin";"holdings_end";"issn";"arabic_abstract";"english_abstract";"french_abstract";"canonical";"title"
"318";"BIM-263973";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Social Sciences (Multidisciplinary)Periodic Statistical Reports";"Journals";" الزواج و الطلاق في الأراضي الفلسطينية ";1;2000-05-31;2000-05-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-263973";" Marriage and Divorce in Palestinian Territory"
"319";"BIM-264070";"Jordan Journal of Business AdministrationJJBA";"University of Jordan Deanship of Academic Research (DAR)";"Jordan";"Economics & Business Administration";"Journals";NA;43;2005-06-30;2016-06-30;"1815-8633";"مجلة علمية عالمية محكمة تصدر عن الجامعة الاردنية، عمادة البحث العلمي. تنشر أبحاثها في مجال العلوم الإجتماعية و العلوم الاقتصادية والمالية وإدارة الأعمال";NA;NA;"https://search.emarefa.net/detail/BIM-264070";" المجلة الأردنية في إدارة الأعمال"
"320";"BIM-264147";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Economics & Business AdministrationPeriodic Statistical Reports";"Journals";NA;1;2002-03-31;2002-03-31;NA;"تقرير إحصائي يصدر عن السلطة الوطنية الفلسطينية، الجهاز المركزي للإحصاء الفلسطيني.";NA;NA;"https://search.emarefa.net/detail/BIM-264147";" مسح النقل و التخزين و الاتصالات : القطاع المنظم"
"321";"BIM-264216";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEconomy";"Journals";" مسح النقل و التخزين و الاتصالات : القطاع المنظم ";1;2002-03-31;2002-03-31;NA;NA;"Annual Report Issued from Palestinian National Authority, Palestinian Central Bureau of Statistics.";NA;"https://search.emarefa.net/detail/BIM-264216";" Transport, Storage and Communications Survey : the Formal Sector"
"322";"BIM-264452";NA;"Central Bank of Syria Economic Research and General Statistics Department";"Syria";"Periodic Statistical ReportsEconomy";"Journals";NA;2;2009-11-30;2010-03-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264452";" التطورات النقدية في سورية"
"323";"BIM-264504";NA;"The Egyptian Cabinet Information and Decision Support Center";"Egypt";"Economics & Business AdministrationPeriodic Statistical Reports";"Journals";NA;4;2005-02-28;2009-11-30;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264504";" نشرة التصدير : قطاع المعادن"
"324";"BIM-264531";NA;"The Egyptian Cabinet Information and Decision Support Center";"Egypt";"Periodic Statistical ReportsCommerce";"Journals";NA;2;2004-02-28;2009-04-30;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264531";" نشرة التصدير : قطاع المنسوجات و الملابس الجاهزة"
"325";"BIM-264539";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEconomy";"Journals";" Transport Survey : Outside Establishments Sector  مسح النقل : القطاع غير المنظم ";1;2018-06-30;2018-06-30;NA;"تقرير إحصائي يصدر عن السلطة الوطنية الفلسطينية، الجهاز المركزي للإحصاء الفلسطيني.";NA;NA;"https://search.emarefa.net/detail/BIM-264539";" مسح النقل : القطاع خارج المنشآت"
"326";"BIM-264549";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEconomy";"Journals";" Transport Survey the Informal Sector  مسح النقل : القطاع خارج المنشآت ";1;2018-06-30;2018-06-30;NA;NA;"Annual Report Issued from Palestinian National Authority, Palestinian Central Bureau of Statistics.";NA;"https://search.emarefa.net/detail/BIM-264549";" Transport Survey : Outside Establishments Sector"
"327";"BIM-264598";NA;"Central Bank of Kuwait Economic Research Department";"Kuwait";"Periodic Statistical ReportsBanking and Financial Sciences";"Journals";" الإحصائية النقدية الشهرية ";32;2010-01-31;2015-01-31;"1029-4562";NA;NA;NA;"https://search.emarefa.net/detail/BIM-264598";" Monthly Monetary Statistics"
"328";"BIM-264606";"مسح الشباب";"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsSociology";"Journals";NA;1;2016-02-28;2016-02-28;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264606";" مسح الشباب الفلسطيني"
"329";"BIM-264630";"Youth Survey";"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsSociology";"Journals";" مسح الشباب الفلسطيني ";1;2016-02-28;2016-02-28;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264630";" Palestinian Youth Survey"
"330";"BIM-264645";"Jordan Journal of Educational SciencesJJES";"Yarmouk University Deanship of Research and Graduate Studies";"Jordan";"Education";"Journals";NA;46;2005-03-31;2016-06-30;NA;"المجلة الأردنية في العلوم التربوية : مجلة علمية عالمية محكمة تصدر بدعم من صندوق دعم البحث العلمي -وزارة التعليم العالي و البحث العلمي، الأردن و الموطّنة في جامعة اليرموك، عمادة البحث العلمي و الدراسات العليا، إربد، الأردن.";NA;NA;"https://search.emarefa.net/detail/BIM-264645";" المجلة الأردنية في العلوم التربوية"
"331";"BIM-264661";NA;"The Egyptian Cabinet Information and Decision Support Center";"Egypt";"Periodic Statistical ReportsEconomyAgriculture";"Journals";NA;1;2010-02-28;2010-02-28;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264661";" نشرة تصدير برتقال طازج أو مجفف"
"332";"BIM-264758";"Majallat Jamiat al-Malik Abd al-Aziz : al-Adab wa-al-Ulum al-InsaniyahJournal of King Abdulaziz University : Arts and HumanitiesJ. K. A. U. : Arts and Humanities";"King Abdulaziz University Scientific Publishing Center";"Saudi Arabia";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)Literature";"Journals";NA;33;1988-06-30;2019-12-31;"1319-0989";" مجلة جامعة الملك عبد العزيز هي دورية علمية محكمة تصدرها الجامعة و ينشرها مركز النشر العلمي. تنشر المجلة البحوث و الدراسات العلمية الجادة ذات المنهج الرصين و التي تبحث في تطوير العمليات البحثية و التعليمية و التربوية و السلوكية بما يحقق نمواً فكرياً و علمياً في المملكة العربية السعودية و الوطن العربي و العالم بأسره. كما تستقبل كل ما يرد إليها من موضوعات أو أطروحات من المهتمين بقضايا البحث العلمي و المعرفة بأشكالها و أنواعها المختلفة في كل مكان و لذا تضم المجلة عشرة عناوين فرعية هي الآداب و العلوم الإنسانية ؛ الاقتصاد و الإدارة ؛ و العلوم ؛ و العلوم الطبية ؛ و الهندسة ؛ و علوم الأرض ؛ و علوم البحار ؛ و تصاميم البيئة ؛ و علوم الأرصاد و البيئة وزراعة المناطق الجافة ؛ و الاقتصاد الإسلامي. تنشر المجلة الأبحاث و مستخلصاتها باللغتين العربية و الإنجليزية. درجت المجلة كذلك علي إصدار أعداد خاصة توثيقاً للمناسبات الوطنية.";NA;NA;"https://search.emarefa.net/detail/BIM-264758";" مجلة جامعة الملك عبد العزيز : الآداب و العلوم الإنسانية"
"333";"BIM-264785";NA;"Office of Changes";"Morocco";"Periodic Statistical ReportsCommerce";"Journals";" Balance Commerciale  التجارة الخارجية للمغرب ";1;2017-12-31;2017-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264785";" Commerce Exterieur du Maroc"
"334";"BIM-264788";"Egyptian Commodities up to the World";"The Egyptian Cabinet Information and Decision Support Center";"Egypt";"Periodic Statistical ReportsCommerce";"Journals";NA;1;2016-09-30;2016-09-30;NA;"نشرة شهرية يصدر عن مجلس الوزراء، مركز المعلومات و اتخاذ القرار. توفر نشرة ""سلع مصرية تصل إلى العالمية"" المعلومات الرئيسية المتعلقة بإحدى السلع المصرية التي استحوذت على النصيب الأكبر من الفرص التصديرية إلى السوق العالمية خلال الفترة (2010 -2014)، فضلا عن تصدر جمهورية مصر العربية لقائمة الدول المصدرة للسلعة محل الدراسة عالميا، آملين أن تسهم هذه المعلومات في دعم شركات التصدير المصرية لوضع سياسات تسويقية فعالة بما يؤدي إلى تنمية الصادرات المصرية، و وصولها إلى المستويات العالمية.";NA;NA;"https://search.emarefa.net/detail/BIM-264788";" سلع مصرية تصل إلى العالمية"
"335";"BIM-264789";NA;"The Egyptian Cabinet Information and Decision Support Center";"Egypt";"Periodic Statistical ReportsCommerce";"Journals";NA;12;2006-08-31;2010-02-28;NA;"تقرير شهري يصدر عن مجلس الوزراء المصري، مركز المعلومات و اتخاذ القرار.";NA;NA;"https://search.emarefa.net/detail/BIM-264789";" نشرة التصدير : قطاع الأغذية و الحاصلات الزراعية"
"336";"BIM-264790";NA;"Office of Changes";"Morocco";"Periodic Statistical ReportsCommerce";"Journals";" Commerce Exterieur du Maroc ";1;2011-12-31;2011-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264790";" التجارة الخارجية للمغرب"
"337";"BIM-264793";NA;"The Egyptian Cabinet Information and Decision Support Center";"Egypt";"Periodic Statistical ReportsCommerce";"Journals";NA;12;2005-05-31;2009-10-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-264793";" نشرة التصدير : قطاعات متنوعة"
"338";"BIM-264952";"دراسات الحسابات القومية لمنطقة اللجنة الاقتصادية والاجتماعية لغربي آسيادراسات الحسابات القومية للمنطقة العربية";"United Nations Economic and Social Commission for Western Asia";"Lebanon";"Social Sciences (Multidisciplinary)Periodic Statistical ReportsEconomy";"Journals";NA;2;2010-12-31;2013-12-31;"1010-964X";NA;NA;NA;"https://search.emarefa.net/detail/BIM-264952";" دراسات الحسابات القومية"
"339";"BIM-265111";"National Accounts Studies of the ESCWA RegionNational Accounts Studies of the Arab Region";"United Nations Economic and Social Commission for Western Asia";"Lebanon";"Economics & Business AdministrationPeriodic Statistical Reports";"Journals";" دراسات الحسابات القومية ";2;2010-12-31;2013-12-31;"1010-964X";NA;NA;NA;"https://search.emarefa.net/detail/BIM-265111";" National Accounts Studies"
"340";"BIM-265175";"Majallat al-ʻUlūm al-Insānīyah wa-al-IjtimāʻīyahRevue des Sciences Sociales et HumainesRevue Elbahith en Sciences Humaines et Sociales";"University Kasdi Merbah Ouargla Faculty of Arts and Languages";"Algeria";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;47;2010-03-31;2020-03-31;"2170-1121";"مجلة جامعية محكمة في العلوم الإنسانية و الاجتماعية تصدر عن جامعة قاصدي مرباح ورقلة. تنشر أبحاثها في مجال العلوم الإجتماعية و العلوم الإنسانية";NA;NA;"https://search.emarefa.net/detail/BIM-265175";" مجلة الباحث في العلوم الإنسانية و الاجتماعية"
